,item_description,price,category,site_name
962,"#10 x 1/2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
963,"#10 x 3/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
964,"#10 x 1 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
965,"#10 x 1-1/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
966,"#10 x 1-1/2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
967,"#10 x 2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
968,"#10 x 2-1/2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
969,"#10 x 3 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
970,"#10 x 2-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
971,"#10 x 1-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
972,"#10 x 2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
973,"#12 x 3/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
974,"#12 x 1 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
975,"#12 x 1-1/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
976,"#12 x 1-1/2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
977,"#12 x 2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
978,"#12 x 2-1/2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
979,"#12 x 3 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
980,"#12 x 1-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
981,"#12 x 2-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
982,"#12 x 1"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
983,"#14 x 3/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
984,"#14 x 1 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
985,"#14 x 1-1/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
986,"#14 x 1-1/2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
987,"#14 x 2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
988,"#14 x 2-1/2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
989,"#14 x 3 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
990,"#14 x 1-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
991,"#14 x 1"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
992,"#14 x 2-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
993,"#14 x 3"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
994,"#14 x 3/4"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",Call for price.,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
995,"#10 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
996,"#15 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
997,"#20 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
998,"#25 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
999,"#27 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1000,"#30 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1001,"#40 Torx® Equivalent Security 1/4"""" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1002,"#45 Torx® Equivalent Security 5/16"""" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1003,"#50 Torx® Equivalent Security 5/16"""" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1004,"#55 Torx® Equivalent Security 5/16"""" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1005,"#7 Torx® Equivalent Security 1/4"""" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1006,"#8 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1007,"#9 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1008,"TORX® Equivalent (6-Lobe) Security Kit w/One Each #10, #15, #20, #25, #27, #30 &  a 1/4"" Magnetic Storage Handle",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1009,"#10 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1010,"#15 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1011,"#20 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1012,"#25 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1013,"#27 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1014,"#30 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1015,"#40 X 2"""" Torx® Equivalent Security 1/4"""" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1016,"#45 X 2"""" Torx® Equivalent Security 1/4"""" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1017,"#50 X 2"""" Torx® Equivalent Security 1/4"""" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1018,"#55 X 2"""" Torx® Equivalent Security 1/4"""" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1019,"#7 X 2"""" Torx® Equivalent Security 1/4"""" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1020,"#8 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1021,"#9 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1022,#10 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1023,#15 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1024,"#20 Security Screw Driver Power Handle, TORX® PLUS Equivalent (5-Lobe),",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1025,#25 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1026,#27 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1027,#30 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1028,#40 Torx Security Screw Driver Power Handle,Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1029,#7 Torx® Security Screw Driver Power Handle,Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1030,#8 TORX® Equivalent (6-Lobe) Security Power Handle Screwdriver,Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1031,#9 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1032,"7PC TORX® Equivalent (6-Lobe) Tamper Resistant Screwdriver Kit Contains Sizes :#7,#8,#9,#10, #15,#20,#25",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1033,"#10 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1034,"#15 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1035,"#20 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1036,"#25 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1037,"#27 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1038,"#30 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1039,"#40 Torx® Equivalent Security 1/4"""" Hex Key",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1040,"#45 Torx® Equivalent-Security 1/4"""" Hex Key",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1041,"#8 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1042,"#9 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",Call for price.,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
1043,"#8-18 x 1"" Drilit® Self-Drilling Screws, 1/4"" Hex Washer Head, #2 Drilit® Point, Carbon Steel with Stalgard Coating, Made in USA",Call for price.,"Fasteners|Screws|Self Drilling Screws|Elco Self-Drilling Screws|Standard Drilit® Self-Drilling Screws, Made in USA|Drilit® Self-Drilling Screws, Hex Washer Head, Made in USA",Tanner Bolt
1044,"#10-16 x 1/2"" Drilit® Self-Drilling Screws, 5/16"" High Hex Washer Head, #3 Drilit® Point, Carbon Steel with Stalgard Coating, Made in USA",Call for price.,"Fasteners|Screws|Self Drilling Screws|Elco Self-Drilling Screws|Standard Drilit® Self-Drilling Screws, Made in USA|Drilit® Self-Drilling Screws, Hex Washer Head, Made in USA",Tanner Bolt
1045,"#10-16 x 5/8"" Drilit® Self-Drilling Screws, 5/16"" High Hex Washer Head, #3 Drilit® Point, Carbon Steel with Stalgard Coating, Made in USA",Call for price.,"Fasteners|Screws|Self Drilling Screws|Elco Self-Drilling Screws|Standard Drilit® Self-Drilling Screws, Made in USA|Drilit® Self-Drilling Screws, Hex Washer Head, Made in USA",Tanner Bolt
